type,stem,answer,explanation,difficulty,option_A,option_B,option_C,option_D,option_E
multiple,阿里云内容分发网络 CDN 建立并覆盖在承载网之上，由分布在不同区域的边缘节点 服务器群 组成的分布式网络替代传统以 WEB Server 为中心的数据传输模式。如果用户 在使用 CDN 的过程中 发现 CDN 缓存的”命中率“比较低，可能的原因是 。,"A,B,C,D",CDN 是按照按每日带宽峰值计费，所以不存在带宽不足，服务能力达上限的问题,1,"网站访问量较低，文件热度不够,CDN 收到请求较少无法有效命中缓存",缓存配置不合理，针对某些文件设置较短，导致 CDN 节点频繁回源,"HTTP Header 设置导致无法缓存,需要用户检査源站的 Cache-Control 设置或者 Expires 的设置","源站动态资源较多,多为不可缓存的内容，也会导致频繁回源拉取","开通 CDN 时选择的带宽不足,服务能力已达到上限"
multiple,"阿里云对象存储 OSS 是阿里云对外提供的海量、安全、低成本，高可靠的云存储服 务。除了 基本的存储功能外,OSS 还提供了强大的图片处理能力，可根据实际业务需要对 图片进行加工和转换。 OSS 的图片处理能力包括 。","A,B,C",OSS 目前不具备 OCR 文字识别的处理能力。,1,图片缩放、添加水印,图片格式转换(例如:由 jpg 转换成 png),图片 360 度范围内旋转,OCR 文字识别(将图片中的文字直接转成文本),
single,"阿里云弹性伸缩(Auto Scaling)的冷却时间是指在同一个伸缩组内，当有一个伸缩活动 被成功执 行后的一段锁定时间内,该伸缩组不执行其他的伸缩活动。以下关于冷却时间的 开始计时的时间点的 说法正确的是？",A,伸缩活动中，最后一个 ECS 实例加入或移出完成后，整个伸缩组冷却时间才开始计 时,1,当伸缩组加入或移出多个 ECS 实例时，最后一个 ECS 实例加入或移出完成后，整个伸缩 组冷却 时间开始计时,当伸缩组加入或移出多个 ECS 实例时，第一个 ECS 实例加入或移出完成后，整个伸缩 组冷却时 间开始计时,伸缩活动结束后，冷却时间马上开始计时,伸缩活动开始后，冷却时间马上开始计时,
single,"阿里云弹性伸缩(Auto Scaling)经常会和云服务器 ECS、负载均衡 SLB、云数据库 RDS 等产品 配合使用,以下说法中正确的是",A,必须和 ECS 一起使用,1,弹性伸缩必须和云服务器 ECS 一起使用 ?,弹性伸缩可以单独使用，不依赖于其他任何产品,弹性伸缩必须和云数据库 RDS 一起使用,弹性伸缩必须和负载均衡 SLB 一起使用,
single,"使用阿里云弹性伸缩(Auto Scaling)来实现计算资源的弹性配置时,做了如下设置:伸缩 组的属 性中设置 MinSize=6,MaxSize=8,伸缩规则为“减少 5 台 ECS”，伸缩配置也进行 了正常的配置。该伸 缩组当前的云服务器 ECS 实例数为 8 台，通过设置定时任务来执行, 执行一次后,会减少 云服务 器 ECS 实例。",B,"MinSize=6,8-6=2",1,1 台,2 台,0 台,5 台,
single,阿里云的负载均衡 SLB 中的证书(Certificate)用于 HTTPS 协议，在需要使用加密协 议时，用户 可以将证书上传至负载均衡 SLB 实例中，在创建 HTTPS 协议监听时绑定证书， 提供 HTTPS 服务。 目前阿里云的负载均衡 SLB 只支持 格式的证书。,A,负载均衡只支持 PEM 格式的证书。,1,PEM,P7B,PFX,DER,
multiple,以下哪些状态属于 ECS 生命周期中的稳定状态？,"A,B,C","已停止、运行中、已过期是稳定状态。停止中和创建中均为中间状态,技巧:除了运 行中，其 他带中的状态都是中间状态。https://help.aliyun.com/document_detail/25380.html",1,运行中,已停止,已过期,停止中,
single,"云计算一个重要特点是弹性,阿里云的用户可以根据业务需求和策略实现计算资源的 自动调整。 在业务量高峰时增加 ECS 实例来提升系统的处理能力，在业务量低谷时自动 减少 ECS 实例以节约成 本。针对此场景，阿里云的 产品可以和云服务器 ECS 实例配 合使用实现弹性计算。",C,题目中说需要自动根还有业务量来自动调节 ECS 实例的数目，所以需要选择弹性 伸缩 Auto Scaling o,1,云数据库 RDS,负载均衡 SLB,弹性伸缩 Auto Scaling,专有网络 VPC,
single,如果用户需要创建 SLB 实例，为了能够真正的实现应用的负载分担，那么要保证至少 要有 个 ECS 实例？,B,因为题目中强调了需要真正实现负载的分担，所以至少需要两台 ECS 配合才能实现。,1,5 个,2 个,3 个,1 个,
single,ECS 服务器会对每个访问的请求进行身份验证，以下哪一个是用于标识访问者身的？,C,"注意不是 Access Key Secret,Access Key Secret 是用来 鉴权校验的,Access Key Id 是用来区分用 户的。阿里云 access key ID 和 accessKey secret 是您访问阿里云 API 的唯 一凭证。Access key ID 是类 似身份的标识，而 access key secret 的作用是签名您的访问参 数,以防被篡改。Access key secret 类似 您的登录密码,不要向任何人泄漏。",1,Access Key Secret,Requestld,Access Key Id,User name,
single,中国大陆范围内的网站都需要做 ICP 备案，在架构设计时应该告诉客户提前—就 需要准备提交 备案？,D,为了保证网站能按时上线，需要在网站上线前一个月提交备案资料，保证留有充足的 备案时 间来完成备案操作。,1,网站上线前一天,网站上线当天,网站上线前一周,网站上线前一个月,
single,"云产品的可用区指的是一套独立的基础设施,不同的可用区之间基础设施(网络，电力 和空调等) 相互独立，即一个可用区出现基础设施故障不影响另外一个可用区。下列关于 阿里云 ECS 的可用区 说法正确的是？",A,,1,可用区是在用户购买时指定的，购买后支持更改,可用区之间内网互通,可用区内网络延时最高不超过 Is,若要提高应用的容灾能力则可以将实例创建在同一可用区,
single,"阿里云负载均衡 SLB 实例中的后端服务器 ECS 实例需要设置权重,可以给对外服 务能力更强 的 ECS 实例设置更大的权重，这些 ECS 实例就会有机会处理更多的访问请 求。在提供稳定服务的同 时，充分的利用了已有资源。如果将一台 ECS 实例的权重设置 为 0,以下说法正确的是 。",A,将负载均衡后端 ECS 的权重置零，新发起的业务请求是无法经负载均衡转发到该 服务器的， 健康检查相应的会显示异常。所以该 ECS 实例不会再得到负载均衡 SLB 实例 分发的外部访问请求。,1,该 ECS 实例不会再得到负载均衡 SLB 实例分发的外部访问请求,所有外部访问请求都被分发到这台 ECS 实例上,该 ECS 实例会被认为状态异常，负载均衡 SLB 会把它移出后端服务器池,负载均衡 SLB 会分发外部请求给这台 ECS 实例，分发量的大小等于总请求数除以后端 服务器 ECS 实例个数,
single,"阿里云弹性伸缩(Auto Scaling)是根据用户的业务需求和策略，自动调整其弹性计算资 源的管理 服务。为了在弹性伸缩创建的 ECS 实例中可以直接正常处理用户请求，无需任 何额外的系统调度和 配置,弹性伸缩的云服务器 ECS 实例中部署的应用必须满足 。",A,"弹性伸缩主要是 ECS 的横向伸缩，同时也是服务的横向伸缩，弹性伸缩要求每台 ECS 是无状 态的,否则不能保证数据的统一。",1,无状态且可横向扩展的,有状态,无状态且符合矗等性的,所有数据保存在 ECS 实例磁盘上,
single,您在阿里云的云服务器 ECS 实例的使用中，要创建新的安全组规则时，不可以规定 授权。,C,安全组规则是不支持 MAC 授权的。,1,IP 授权 类型的,端口授权,MAC 授权,安全组授权,
single,"某 020 网站基于阿里云的云服务器 ECS、负载均衡 SLB 以及弹性伸缩(Auto Scaling)搭建了线上 系统，其中 ECS 用来处理用户响应,SLB 用来分发流量，弹性伸缩负责 动态分配资源以满足突发的业 务变化，三个产品配合可以提供稳定、便捷、低成本的服务。 现在想要增加云数据库 RDS 到该架构 中来，用来保存用户访问时产生的数据。以下说法 中正确的是？",A,"弹性伸缩(Auto Scaling)与 SLB/RDS 紧密集成,可以自动管理 SLB 后端服务器和 RDS 白名单， 节省操作成本。参考弹性伸缩产品优势链接：",1,如果在伸缩组中指定了 RDS 实例，则弹性伸缩会自动把伸缩组中的 ECS 实例的 IP 地 址添加到 RDS 的白名单中去，无需手工设置,可以把 RDS 实例直接挂在 SLB 下，由 SLB 按照转发规则分配任务到 RDS 实例进行 处理,"可以把 RDS 实例手工添加到伸缩组,RDS 实例可以保存用户访问的数据",对 RDS 实例所在的地域(Region)没有硬性规定，但是建议和弹性伸缩在同一个地域，可以 减小 网络传输的延迟，提升响应速度,
single,"您通过阿里云的云监控服务为某台云服务器 ECS 实例的磁盘使用率设置了 1 条报 警规则:统计 周期为 5 分钟，磁盘使用率平均值超过 80%,连续探测 5 次超过阈值后就报 警。如果您的磁盘平均使 用率超过 80%后,至少需要几分钟后可以收到报警？",D,"连续五次超过阈值就报警,问的是最少的时间。所以可以假设刚启动云监控就开始 第一次探测 超过阈值。所以后面一共只需要四个探测周期就可以报警了。所以时间为 5 分钟4 次=20 分钟。",1,0 分钟,30 分钟,40 分钟,20 分钟,
multiple,"您需要在阿里云上创建云服务器 ECS 实例, 因素可能导致您创建的云服务 器 ECS 实例的所产生的费用不同。","A,B,C,E",服务器 ECS 实例上的应用不同不会影响到 ECS 的定价。,1,云服务器 ECS 实例的地域,云服务器 ECS 实例的付费模式,云服务器 ECS 实例的镜像类型,将要部署在云服务器 ECS 实例上的应用不同,云服务器 ECS 实例的公网带宽不同
single,购买的块存储无法挂载到指定的 ECS 上时河能的原因是,B,"云盘只能挂载到同一地域下同一可用区内的实例上,不能跨可用区挂载。",1,ECS 是按量付费,购买的块存储和 ECS 不在同一个可用区,该 ECS 已停止状态,ECS 没有公网 IP,
multiple,"阿里云对象存储 OSS 是阿里云提供的海量、安全、低成本、高可靠的云存储服务。 在 OSS 里 存储文件前首先要创建一个存储空间 Bucket,之后才能在 Bucket 中进行文件 的上传和管理。以下有关 Bucket 的描述中正确的包括","A,B,C",Bucket 容量是没有上限的，所以无需在创建时指定。,1,同一个 Bucket 内部的空间是扁平的，所有的对象都是直接隶属于其对应的 Bucket,每个用户可以拥有多个 Bucket,Bucket 的名称在 OSS 范围内必须是全局唯一的，一旦创建之后无法修改,Bucket 在创建时需要指定容量上限,
single,"阿里云弹性伸缩(Auto Scaling)中,伸缩组是一组部署了相同应用的云服务器 ECS 实 例的集合。 以下关于伸缩组的说法中正确的是？",A,阿里云弹性伸缩(Auto Scaling)的基础知识。服务器 ECS 实例可以是自己创建，也可 以自动添 加闲置的云服务器 ECS 资源。,1,当伸缩组对应的伸缩规则的条件触发后，弹性伸缩会根据设定的伸缩规则添加或者减少 伸缩组 中的云服务器 ECS 实例,伸缩组是云服务器 ECS 实例的资源池，当实际应用中需要添加计算资源时，会从伸缩组 中获取 可用的 ECS 实例，添加到应用中去,伸缩组是云服务器 ECS 实例的资源池，弹性伸缩会预先创建一定数量的云服务器 ECS 实例放在 伸缩组中,伸缩组是监控的目标，其中的云服务器 ECS 实例，必须是由阿里云弹性伸缩基于相同的 镜像自 动创建的,
multiple,使用阿里云的负载均衡 SLB 实例时，通过会话保持可以实现与某个连接(Session)相关 的所有应 用请求能够由同一台后端云服务器 ECS 实例进行处理。为了在七层协议转发 中，实现基于 cookie 的 会话保持，阿里云的负载均衡 SLB 提供了 处理方式。,"A,B",HTTP/HTTPS 监听可使用植入 cookie 和重写 cookie 来进行会话保持。,1,Cookie 植入,Cookie 重写,Cookie 跟踪,Cookie 校验,
